"PC1","PC2","PC3"
-1.67793865108059,0.103427182841257,-1.4145521540759
1.10711087188044,1.18864188840796,0.293852175666703
2.05330605760911,1.66564056420274,0.835731370659554
-2.34554804888134,-2.26354723446078,-0.0513157571973257
1.35096283883216,-0.58416361967291,-0.641882835487235
-1.85700161053513,3.50677083142059,0.991780631622197
-0.942072586333456,3.21535177059664,-0.615276620245778
4.32412671419474,0.556510756140473,0.179526961769153
-2.81732959426611,-0.441810770887693,-1.62215824786998
-2.24465605269066,-0.677497265022117,-1.46163228943672
0.707505082306818,3.8626596908257,-0.60574427646579
-1.80203170660775,0.0543561897465917,-0.0739621143313398
2.60831971572652,-1.47265371410757,-1.72223649004143
-1.03244457688772,4.47327920922371,0.342865708010915
-1.89209939475808,-0.936555397877994,0.13863003103841
0.372304345451437,2.91980835074597,0.457034468501463
2.77656570278735,0.80410047387409,3.33569831011887
1.98038037955034,0.186992990829869,-0.465596820829422
0.819510292171021,0.3048456784947,-2.3145747584936
-0.482098032349061,-2.03891640993846,-0.475311451208852
-2.77937697126437,1.52867752712792,3.96568236763983
-4.7970798597491,-0.348045077621644,-1.31619441140292
-4.71719722019043,-1.99160182835571,0.593001606461684
0.740774902898702,-0.370070696377078,-0.360897318267974
1.44342095912503,-1.41882551788282,1.99272966459601
2.61737911701316,0.494096474818343,-1.79969827047665
-0.44420087593439,6.2026949471159,0.147104284410584
2.26406659996428,-1.87563640125036,1.62588807782493
3.07522018582078,1.30824315467303,-0.39281773117923
-4.0742601112267,0.847483186944278,0.290720931623134
0.910625115366025,-0.972604055030137,-1.50071808290674
1.02070785286084,-0.90534261101815,0.117199787875966
3.81594822417297,-0.583051765125848,3.70485952214196
0.933724289677082,-2.80099813688972,-0.703906569579256
1.35306933394664,0.851119217618744,-0.297486557102131
2.16306810500247,-1.72439964782175,1.11769814583383
2.40698487405248,1.63829282926188,0.544009264936948
-0.0525677157240503,-4.05829400042508,0.782627096087501
3.06816789495895,-1.90191950771118,1.68426917507374
5.57564503340976,-0.343799807916128,-0.216252984571084
-1.62469501099726,-1.80655808466985,-0.530012700507469
-0.669467839934967,-3.71002535383388,1.3176633008573
2.05653637076582,-1.49770120325501,-0.504266205990544
3.98899656594355,-0.324384958930007,1.01169212093977
1.36633405319486,-1.12931745580488,0.884769776894824
5.12778273619668,-3.58181441493377,0.686328853258407
1.13683360594806,-1.73918412195714,-0.576700862084752
1.16158713508107,-1.19093701581961,-1.64278354333198
-3.14236709101773,-1.88528621472564,-0.028201560114143
0.749916480882422,-3.48922785848837,0.169589605017929
-2.07221342533539,-0.198459558974425,-0.359461900386666
2.30152862070195,-1.56619312443107,0.510635709365116
4.77878439640803,-1.72807479064703,-2.21262341011869
-2.18612185667811,0.916345933487374,-2.58801615525098
-0.961532827278916,-1.02366205214227,-1.26520334303527
1.54224823543186,-1.07633375786336,0.0621270203317253
-2.2311628354679,-2.46417493150333,1.74535391767144
2.03016048439653,0.682813330986388,1.83490337892358
-6.5974250341707,-0.0294148142163918,2.74941574121226
-1.64189498825775,1.66488654235615,1.72799118940049
-1.24338310858793,-1.21936720402406,-1.18451263475122
-5.21014069816668,3.05251903542258,-0.047122073400047
0.338663527910538,-2.39176877635714,-0.580480406617122
1.21722551069117,-2.83391199143025,-0.473729920799484
-0.42364480987713,0.939075959591359,1.03821950998884
2.13282949173009,0.424116823970166,0.114247441596818
-1.32817983664167,3.47765722825684,-0.421542199949861
-2.04088751338315,-1.55776568250986,-1.81705931048759
4.37964787668509,0.748120972267172,1.84886881510598
0.021264220443861,-0.903984159848765,3.08912298087529
-0.414076935294633,-0.0513269307679867,-0.975965072509232
-2.68548422402829,1.20183669523348,-0.213764521734341
-3.1199289081416,1.18197469822739,-0.0797192487262121
0.269240945895707,-0.433467260910907,-1.12561213057429
0.982469182318453,0.434127837940737,0.362542770231351
2.98265881781676,0.72132444812955,-0.995312114147405
-3.54423823426082,4.92141939861446,-0.448840783626307
-6.02553284298436,0.374621409703286,0.629413140100232
2.14710153141343,3.28006070656538,0.627149765384224
0.482531914955205,-0.667269798113949,0.0366173851779954
0.99155196970469,-0.51452649087716,-2.23673597613653
0.386649408287605,1.37299115031307,3.08793255787206
-1.23770767643157,0.0770186350173824,1.25460098770217
-2.07573959254032,0.845358471705078,-2.0876048531859
-0.231411428035426,0.476910442054852,0.592358012321244
-1.95758639459924,1.39301050512342,1.1396234126158
-1.5797211326803,-0.9708468501172,-1.68313301263546
-0.59001498415235,0.95883958818842,3.06917257706465
-3.35578808333873,-3.38428518714486,0.67014485964853
0.719584129972185,-1.43003306418507,-0.319831201584399
2.1437064828177,1.07472987955564,0.272648045196214
0.7402177758904,-1.3342942123571,-1.41137147838929
1.95168199435152,0.352496956680641,1.48785769949466
1.62113406615355,-1.08669508040674,1.37535080599342
-3.90280367988538,-1.35025511768474,0.603949919424636
3.08580824461404,-1.28553854989896,-1.51677799439303
-2.74652608472,0.0758423664156948,-1.78867252566448
1.14318627593841,-2.03520886432683,-0.350830602873646
1.93515834761727,2.29937552254677,1.42978995680573
-1.68029138236978,2.21551318128278,-2.28854065817291
1.97454040364619,5.10254011976249,0.169671624565146
-4.24209030065246,2.46501236577464,-0.265449556749549
3.02888806673835,-2.26094254403536,-0.506511618010294
0.317834922369181,-2.32447419648776,1.37147004695447
3.85311704523078,-1.96756068806214,-2.99673057969816
-2.09698985805547,0.845875800038028,-1.11791798013945
-5.46125180945483,-1.14489207259332,1.69052450383555
-2.15557738454671,-2.50400808434799,-1.04445475782388
2.73777696753504,2.52906419019253,-3.37336004232535
-4.14677935256258,-2.30994483065439,-2.90775913128952
1.13615840948996,1.44971771891244,-1.09278036355922
-1.08295935758321,-1.36062333695639,-2.43167384036425
5.17595847176315,-0.389630525176647,-0.846476285268474
2.1194182838054,3.08183475658798,1.38179111111266
6.47949509131716,1.26518474268975,1.22557510328957
