"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16"
-1.67793865108059,0.103427182841257,-1.4145521540759,-2.71976292592571,-0.843914053683712,-0.0471200409928184,-0.951834574033431,-0.08312522337166,0.378965897058938,-1.26490222271244,1.17899111265999,-1.80066402096752,0.668659008673967,0.849113473615269,-0.902325739246703,2.18338449837586
1.10711087188044,1.18864188840796,0.293852175666703,-0.361594578019244,-1.84213487620405,1.68385237408103,-0.217240802692728,-1.68625104358482,0.453932922419839,0.344962258689862,0.493579942664011,1.07423331449404,0.486084240526103,0.173771385956419,-0.337785961451705,0.870789613297111
2.05330605760911,1.66564056420274,0.835731370659554,1.24801197816159,-0.946788399869128,0.362825669247866,1.56950944689875,1.98723099759599,-0.827893820127574,0.553680808567326,-1.46661444491842,-1.25917660298486,1.19199738426059,0.614867043021681,1.29884930157953,-0.870683238566159
-2.34554804888134,-2.26354723446078,-0.0513157571973257,-0.294139271968107,-1.06316998310037,-1.41483116178564,-0.948873746892829,-0.864144942679429,-1.09668297969072,-0.305861025633177,0.146495153010078,0.705591064682082,-1.24759940138472,-1.0831312622627,2.28277499267452,-1.18691807755932
1.35096283883216,-0.58416361967291,-0.641882835487235,-0.0803013450551684,1.7691054859306,0.146556507297544,-0.0204078773536664,0.170528820652387,-0.0909775815431306,-1.2319978748959,0.710087835644093,-0.0780801515512355,-0.110236367658598,0.0173505025916788,0.470417505213036,-1.00721684965554
-1.85700161053513,3.50677083142059,0.991780631622197,-0.638357821523539,-0.443545993866411,0.390869902793301,2.87303341412345,0.514935525606008,-0.195730193946346,-0.755662312591067,0.259101555949879,-0.449413633231876,-0.614243477609421,-1.8379002814925,0.517646235103429,-2.20269727961514
-0.942072586333456,3.21535177059664,-0.615276620245778,-0.217645199921074,0.757000838468046,0.406389496771523,1.65883515624495,1.72267565066272,0.473749634592613,-1.62170452972822,0.0638461629438259,-0.00352680875311531,0.0862732126973762,-0.0215892080242965,0.133595349916666,0.180624676303291
4.32412671419474,0.556510756140473,0.179526961769153,-0.042796035249257,2.74901193368282,0.29311358158194,1.44079262325364,1.72128299895926,0.625042947650158,-0.142380894270484,-1.00046297932581,0.234025113965459,-0.263925281215289,-0.00991589828071909,-2.12270922326956,-0.257446674258812
-2.81732959426611,-0.441810770887693,-1.62215824786998,-2.38478206648382,0.929985211517436,0.738448893149521,0.21938708135399,-0.63478088364205,1.49750305717201,-0.860065180034917,0.177536433050212,0.897057142031868,-1.07163958898216,-0.659043933850297,-0.721986915874991,-0.283397158740593
-2.24465605269066,-0.677497265022117,-1.46163228943672,-0.961758081991821,-0.495003477864742,-0.767950838668554,-1.48990519540805,-0.536214703209269,1.56663878490147,-2.33011677240648,0.540145997745402,-1.48533731392915,-2.33924071038268,0.989714712088336,-0.584033097231883,-0.817437740912957
